Post_ID,Mid_block_ID,Street_1,Street_2,Street_3,Side,Adjacent_to,latitude,longitude,Core,Notes
497,183,Slater St,Bank St,Kent St,South,280 Slater St,45.418850,-75.700530,Existing,
498,183,Slater St,Bank St,Kent St,South,280 Slater St,45.418800,-75.700710,Existing,
499,183,Slater St,Bank St,Kent St,South,300 Slater St,45.418560,-75.701250,Existing,
500,183,Slater St,Bank St,Kent St,South,300 Slater St,45.418460,-75.701530,Existing,
501,184,Slater St,Bank St,Kent St,North,275 Slater St,45.418810,-75.701260,New,
502,184,Slater St,Bank St,Kent St,North,275 Slater St,45.418760,-75.701390,New,
503,184,Slater St,Bank St,Kent St,North,275 Slater St,45.418710,-75.701550,New,
504,184,Slater St,Bank St,Kent St,North,275 Slater St,45.418630,-75.701720,New,
505,185,Slater St,Kent St,Lyon St,North,347 Slater St,45.417990,-75.703270,New,
506,185,Slater St,Kent St,Lyon St,North,347 Slater St,45.417940,-75.703380,New,
507,185,Slater St,Kent St,Lyon St,North,340 Albert St,45.418470,-75.702140,New,"On Slater St, rear of 340 Albert St"
508,185,Slater St,Kent St,Lyon St,North,340 Albert St,45.418410,-75.702240,New,"On Slater St, rear of 340 Albert St"
509,186,Slater St,Kent St,Lyon St,South,407 Laurier Ave W,45.417570,-75.703640,New,"On Slater St, rear of 407 Laurier Ave W"
510,186,Slater St,Kent St,Lyon St,South,427 Laurier Ave W,45.417790,-75.703260,New,"On Slater St, rear of 427 Laurier Ave W"
511,186,Slater St,Kent St,Lyon St,South,427 Laurier Ave W,45.417810,-75.703200,New,"On Slater St, rear of 427 Laurier Ave W"
512,186,Slater St,Kent St,Lyon St,South,407 Laurier Ave W,45.417870,-75.702970,New,"On Slater St, rear of 407 Laurier Ave W"
513,186,Slater St,Kent St,Lyon St,South,344 Slater St,45.417910,-75.702880,New,
514,186,Slater St,Kent St,Lyon St,South,180 Kent St,45.418240,-75.702170,New,"On Slater St, side of 180 Kent St"
515,187,Slater St,Metcalfe St,O'Connor St,North,88 Metcalfe St,45.421030,-75.696170,New,"On Slater St, side of 88 Metcalfe St"
516,187,Slater St,Metcalfe St,O'Connor St,North,88 Metcalfe St,45.420960,-75.696360,New,"On Slater St, side of 88 Metcalfe St"
517,188,Slater St,Metcalfe St,O'Connor St,South,130 Slater St,45.420760,-75.696370,New,
518,188,Slater St,Metcalfe St,O'Connor St,South,130 Slater St,45.420710,-75.696440,New,
519,188,Slater St,Metcalfe St,O'Connor St,South,130 Slater St,45.420670,-75.696530,New,
520,189,Somerset St,Arthur St,Bell St N,South,728 Somerset St,45.410460,-75.707870,New,
521,189,Somerset St,Arthur St,Bell St N,South,726 Somerset St,45.410500,-75.707720,New,
522,190,Somerset St,Arthur St,Bell St N,North,725 Somerset St,45.410650,-75.708180,Existing,
523,190,Somerset St,Arthur St,Bell St N,North,721 Somerset St,45.410690,-75.708050,Existing,
524,191,Somerset St,Bank St,O'Connor St,South,346 Somerset St,45.415690,-75.695260,Existing,
525,192,Somerset St,Bay St,Lyon St,North,515 Somerset St,45.413480,-75.701300,Existing,
526,192,Somerset St,Bay St,Lyon St,North,515 Somerset St,45.413420,-75.701430,Existing,
527,193,Somerset St,Bay St,Lyon St,South,512 Somerset St,45.413380,-75.701030,Existing,
528,193,Somerset St,Bay St,Lyon St,South,512 Somerset St,45.413240,-75.701360,Existing,
529,193,Somerset St,Bay St,Lyon St,South,512 Somerset St,45.413120,-75.701590,Existing,
530,193,Somerset St,Bay St,Lyon St,South,512 Somerset St,45.413010,-75.701820,Existing,
531,194,Somerset St,Bell St N,Empress Ave,South,760 Somerset St,45.410340,-75.708400,New,
532,195,Somerset St,Booth St,Upper Lorne Pl,North,791 Somerset St,45.409730,-75.710450,New,
533,196,Somerset St,Cambridge St N,Arthur St,South,708 Somerset St,45.410810,-75.707060,Existing,
534,196,Somerset St,Cambridge St N,Arthur St,South,702 Somerset St,45.410910,-75.706830,Existing,
535,197,Somerset St,Empress Ave,Lebreton St N,North,755 Somerset St,45.410360,-75.708950,Existing,
536,197,Somerset St,Empress Ave,Lebreton St N,North,755 Somerset St,45.410320,-75.709010,Existing,
537,198,Somerset St,Bronson Ave,Percy St,North,655 Somerset St,45.411700,-75.705680,New,
538,198,Somerset St,Bronson Ave,Percy St,North,651 Somerset St,45.411900,-75.705230,New,
539,198,Somerset St,Bronson Ave,Percy St,North,619 Somerset St,45.412040,-75.704830,New,
540,198,Somerset St,Bronson Ave,Percy St,North,615 Somerset St,45.412230,-75.704290,New,
541,199,Somerset St,Bronson Ave,Percy St,South,658 Somerset St,45.411510,-75.705510,New,
542,199,Somerset St,Bronson Ave,Percy St,South,646 Somerset St,45.411640,-75.705190,New,
543,199,Somerset St,Bronson Ave,Percy St,South,636 Somerset St,45.411810,-75.704790,New,
544,199,Somerset St,Bronson Ave,Percy St,South,610 Somerset St,45.412010,-75.704320,New,
545,200,Sparks St,Bay St,Bronson Ave,North,,45.418459,-75.707753,New,Adjacent to Garden of the Provinces and Territories
546,201,Sparks St,Bay St,Lyon St,North,344 Wellington St,45.418909,-75.706790,Existing,"On Sparks St, rear of 344 Wellington St"
547,201,Sparks St,Bay St,Lyon St,North,344 Wellington St,45.419088,-75.706353,Existing,"On Sparks St, rear of 344 Wellington St"
548,201,Sparks St,Bay St,Lyon St,North,344 Wellington St,45.419272,-75.705913,Existing,"On Sparks St, rear of 344 Wellington St"
549,202,Spencer St,Hamilton Ave N,Hinton Ave N,South,6 Hamilton Ave N,45.402180,-75.731320,Existing,"On Spencer St, side of 6 Hamilton Ave N"
550,203,Waverley St,Bank St,O'Connor St,North,379 Waverley St,45.413500,-75.693950,Existing,
551,203,Waverley St,Bank St,O'Connor St,North,361 Waverley St,45.413720,-75.693400,Existing,
552,203,Waverley St,Bank St,O'Connor St,North,345 Waverley St,45.413980,-75.692740,Existing,
553,204,Waverley St,Bank St,O'Connor St,South,403 Bank St,45.413200,-75.694120,Existing,"On Waverley St, side of 403 Bank St"
554,204,Waverley St,Bank St,O'Connor St,South,403 Bank St,45.413280,-75.693970,Existing,"On Waverley St, side of 403 Bank St"
555,204,Waverley St,Bank St,O'Connor St,South,403 Bank St,45.413380,-75.693700,Existing,"On Waverley St, side of 403 Bank St"
556,205,Waverley St,Metcalfe St,O'Connor St,North,329 Waverley St,45.414210,-75.692200,Existing,
557,205,Waverley St,Metcalfe St,O'Connor St,North,321 Waverley St,45.414440,-75.691630,Existing,
558,205,Waverley St,Metcalfe St,O'Connor St,North,305 Waverley St,45.414630,-75.691180,Existing,
559,206,York St,ByWard Market Sq,Sussex Dr,South,12 York St,45.427350,-75.694535,New,
560,206,York St,ByWard Market Sq,Sussex Dr,South,22 York St,45.427635,-75.693762,New,
561,206,York St,ByWard Market Sq,Sussex Dr,South,30 York St,45.427881,-75.693223,New,
562,207,York St,ByWard Market Sq,Sussex Dr,North,11 York St,45.427627,-75.694674,New,
563,207,York St,ByWard Market Sq,Sussex Dr,North,17 York St,45.427853,-75.694140,New,
564,207,York St,ByWard Market Sq,Sussex Dr,North,31 York St,45.427985,-75.693784,New,
565,208,York St,ByWard Market Sq,William St,North,53 York St,45.428162,-75.692858,New,
566,209,York St,Cumberland St,King Edward Ave,South,350 King Edward Ave,45.429937,-75.688304,Existing,"On York St, side of 350 King Edward Ave"
567,209,York St,Cumberland St,King Edward Ave,South,350 King Edward Ave,45.429903,-75.688374,Existing,"On York St, side of 350 King Edward Ave"
568,209,York St,Cumberland St,King Edward Ave,South,180 York St,45.429760,-75.688712,Existing,
569,209,York St,Cumberland St,King Edward Ave,South,180 York St,45.429807,-75.688586,Existing,
570,210,York St,Dalhousie St,Cumberland St,South,154 York St,45.429470,-75.689358,Existing,
571,210,York St,Dalhousie St,Cumberland St,South,130 York St,45.429344,-75.689715,Existing,
572,210,York St,Dalhousie St,Cumberland St,South,126 York St,45.429190,-75.690155,Existing,
573,210,York St,Dalhousie St,Cumberland St,South,126 York St,45.429114,-75.690356,Existing,
574,210,York St,Dalhousie St,Cumberland St,South,126 York St,45.429039,-75.690520,Existing,
575,211,York St,Dalhousie St,Cumberland St,North,145 York St,45.429801,-75.689516,Existing,CONFIRM ALL 4 LOCATIONS
576,211,York St,Dalhousie St,Cumberland St,North,145 York St,45.429773,-75.689581,Existing,
577,211,York St,Dalhousie St,Cumberland St,North,145 York St,45.429749,-75.689637,Existing,
578,211,York St,Dalhousie St,Cumberland St,North,145 York St,45.429720,-75.689688,Existing,
579,212,York St,Dalhousie St,William St,South,54 York St,45.428262,-75.692368,New,
580,213,York St,Dalhousie St,William St,North,95 York St,45.428864,-75.691370,New,
581,213,York St,Dalhousie St,William St,North,95 York St,45.428828,-75.691434,New,
582,214,Beechwood Ave,Vanier Pkwy,Charlevoix St,South,4 Beechwood Ave,45.438629,-75.677508,New,
583,214,Beechwood Ave,Vanier Pkwy,Charlevoix St,South,4 Beechwood Ave,45.438506,-75.677578,New,
584,214,Beechwood Ave,Vanier Pkwy,Charlevoix St,South,16 Beechwood Ave,45.439163,-75.677074,New,
585,214,Beechwood Ave,Vanier Pkwy,Charlevoix St,South,16 Beechwood Ave,45.439090,-75.677111,New,
586,215,Crichton St,Beechwood Ave,Vaughan St.,East,5 Beechwood Ave,45.438704,-75.678278,New,"On Crichton St, side of 5 Beechwood Ave"
587,215,Crichton St,Beechwood Ave,Vaughan St.,East,5 Beechwood Ave,45.438589,-75.677964,New,"On Crichton St, side of 5 Beechwood Ave"
588,216,Beechwood Ave,Mackay St,Vanier Pkwy,North,7 Beechwood Ave,45.438922,-75.677479,New,
589,216,Beechwood Ave,Mackay St,Vanier Pkwy,North,11 Beechwood Ave,45.439080,-75.677361,New,
590,216,Beechwood Ave,Mackay St,Vanier Pkwy,North,25 Beechwood Ave,45.439299,-75.677173,New,
591,217,Beechwood Ave,Mackay St,Springfield Rd,North,10 Springfield Rd,45.439886,-75.676449,New,"On Beechwood Ave, side of 10 Springfield Rd"
592,218,Beechwood Ave,Douglas Ave,Langevin Ave,North,61 Beechwood Ave,45.440379,-75.675287,New,
593,219,Beechwood Ave,Langevin Ave,Champlain Ave,North,99 Beechwood Ave,45.441115,-75.674051,New,
594,219,Beechwood Ave,Langevin Ave,Champlain Ave,North,99 Beechwood Ave,45.441220,-75.673847,New,
595,220,Beechwood Ave,Chapleau Ave,Champlain Ave,North,113 Beechwood Ave,45.441480,-75.673292,New,
596,221,Beechwood Ave,Marier Ave,Chapleau Ave,North,123 Beechwood Ave,45.441854,-75.672259,New,
597,222,Putman Ave,Beechwood Ave,Chapleau Ave,West,131 Beechwood Ave,45.442159,-75.671779,New,"On Putman Ave, side of 131 Beechwood Ave"
598,223,Beechwood Ave,Springfield Rd,Loyer St,North,55 Beechwood Ave,45.440204,-75.675639,New,
599,223,Beechwood Ave,Springfield Rd,Loyer St,North,1 Springfield Rd,45.440025,-75.676186,New,
600,223,Beechwood Ave,Springfield Rd,Loyer St,North,1 Springfield Rd,45.439988,-75.676274,New,"On Beechwood Ave, side of 1 Springfield Rd"
601,224,Beechwood Ave,Acacia Ave,St Cecile St,South,188 Beechwood Ave,45.442524,-75.671036,New,
602,224,Beechwood Ave,Acacia Ave,St Cecile St,South,188 Beechwood Ave,45.442459,-75.671092,New,
603,225,Beechwood Ave,Marier Ave,St. Charles St,South,170 Beechwood Ave,45.441920,-75.671830,New,
604,225,Beechwood Ave,Marier Ave,St. Charles St,South,170 Beechwood Ave,45.441850,-75.671930,New,
605,225,Beechwood Ave,Marier Ave,St. Charles St,South,160 Beechwood Ave,45.441570,-75.672710,New,
606,226,Beechwood Ave,Langevin Ave,Loyer St,South,82 Beechwood Ave,45.440470,-75.674820,New,
607,226,Beechwood Ave,Langevin Ave,Loyer St,South,64 Beechwood Ave,45.440220,-75.675230,New,
608,227,Beechwood Ave,St. Charles St,Langevin Ave,South,94 Beechwood Ave,45.440720,-75.674380,New,
609,227,Beechwood Ave,St. Charles St,Langevin Ave,South,110 Beechwood Ave,45.440810,-75.674070,New,
610,228,Beechwood Ave,Loyer St,Springfield Rd,South,50 Beechwood Ave,45.440050,-75.675720,New,
611,228,Beechwood Ave,Loyer St,Springfield Rd,South,50 Beechwood Ave,45.439940,-75.676040,New,
612,229,Beechwood Ave,Mackay St,Springfield Rd,South,50 Beechwood Ave,45.439760,-75.676410,New,
613,229,Beechwood Ave,Mackay St,Springfield Rd,South,50 Beechwood Ave,45.439640,-75.676590,New,
614,230,Charlevoix St,Beechwood Ave,Barrette St,West,18 Beechwood Ave,45.439120,-75.676960,New,"On Charlovoix St, side of 18 Beechwood Ave"
615,231,Slater St,Bronson Ave,Bay St,South,200 Bay St,45.416760,-75.705610,New,"On Slater St, side of 200 Bay St"
616,231,Slater St,Bronson Ave,Bay St,South,440 Albert St,45.416640,-75.705910,New,"On Slater St, side of 440 Albert St"
617,231,Slater St,Bronson Ave,Bay St,South,440 Albert St,45.416520,-75.706170,New,"On Slater St, side of 440 Albert St"
618,232,Slater St,Bay St,Lyon St,North,400 Albert St,45.417090,-75.705320,New,"On Slater St, rear of 400 Albert St"
619,232,Slater St,Bay St,Lyon St,North,400 Albert St,45.417150,-75.705180,New,"On Slater St, rear of 400 Albert St"
620,232,Slater St,Bay St,Lyon St,North,400 Albert St,45.417240,-75.704990,New,"On Slater St, rear of 400 Albert St"
621,232,Slater St,Bay St,Lyon St,North,400 Albert St,45.417330,-75.704780,New,"On Slater St, rear of 400 Albert St"
622,232,Slater St,Bay St,Lyon St,North,400 Albert St,45.417440,-75.704520,New,"On Slater St, rear of 400 Albert St"
623,233,Slater St,Bay St,Lyon St,South,368 Slater St,45.417330,-75.704240,New,
624,233,Slater St,Bay St,Lyon St,South,368 Slater St,45.417270,-75.704340,New,
625,234,Somerset St,Bank St,Kent St,South,415 MacLaren St,45.414940,-75.697210,Existing,
626,234,Somerset St,Bank St,Kent St,South,415 MacLaren St,45.414880,-75.697350,Existing,
627,234,Somerset St,Bank St,Kent St,South,415 MacLaren St,45.414800,-75.697510,Existing,
628,235,Lewis St,Metcalfe St,O'Connor St,North,288 Metcalfe St,45.415392,-75.691177,New,"On Lewis St, side of 288 Metcalfe St"
629,235,Lewis St,Metcalfe St,O'Connor St,North,288 Metcalfe St,45.415354,-75.691271,New,"On Lewis St, side of 288 Metcalfe St"
630,236,Lewis St,Derby Pl,Bank St,South,377 Bank St,45.413875,-75.694500,New,"On Lewis St, side of 377 Bank St"
631,236,Lewis St,Derby Pl,Bank St,South,377 Bank St,45.413829,-75.694596,New,"On Lewis St, side of 377 Bank St"
632,236,Lewis St,Derby Pl,Bank St,South,377 Bank St,45.413788,-75.694704,New,"On Lewis St, side of 377 Bank St"
633,237,Wilbrod St,Cumberland St,King Edward Ave,South,174 Wilbrod St,45.425730,-75.684694,New,
634,237,Wilbrod St,Cumberland St,King Edward Ave,South,174 Wilbrod St,45.425688,-75.684788,New,
635,237,Wilbrod St,Cumberland St,King Edward Ave,South,174 Wilbrod St,45.425645,-75.684879,New,
636,238,Laurier Ave E,King Edward Ave,Ring Ln,North,530 King Edward Ave,45.425235,-75.683307,New,"On Laurier Ave E, side of 530 King Edward Ave"
637,238,Laurier Ave E,King Edward Ave,Ring Ln,North,530 King Edward Ave,45.425201,-75.683406,New,"On Laurier Ave E, side of 530 King Edward Ave"
638,239,Albert St,Lyon St,Kent St,South,360 Albert St,45.418150,-75.704080,New,
639,239,Albert St,Lyon St,Kent St,South,360 Albert St,45.418230,-75.703880,New,
640,239,Albert St,Lyon St,Kent St,South,340 Albert St,45.418640,-75.702980,New,
641,239,Albert St,Lyon St,Kent St,South,340 Albert St,45.418750,-75.702680,New,
642,240,Albert St,Lyon St,Kent St,North,101 Lyon St,45.418410,-75.704050,Existing,"On Albert St, side of 101 Lyon St"
643,240,Albert St,Lyon St,Kent St,North,101 Lyon St,45.418320,-75.704200,Existing,"On Albert St, side of 101 Lyon St"
644,241,Albert St,Lyon St,Bay St,South,402 Albert St,45.417749,-75.705156,New,
645,241,Albert St,Lyon St,Bay St,South,388 Albert St,45.417879,-75.704837,New,
646,242,Albert St,Lyon St,Bay St,North,383 Albert St,45.417988,-75.704963,New,
647,242,Albert St,Lyon St,Bay St,North,383 Albert St,45.417785,-75.705446,New,
648,243,Albert St,Bay St,Bronson Ave,North,473 Albert St,45.416821,-75.707817,New,
649,243,Albert St,Bay St,Bronson Ave,North,473 Albert St,45.416723,-75.708021,New,
650,243,Albert St,Bay St,Bronson Ave,North,473 Albert St,45.416639,-75.708217,New,
651,243,Albert St,Bay St,Bronson Ave,North,435 Albert St,45.417386,-75.706460,New,
652,244,Albert St,Bay St,Bronson Ave,South,440 Albert St,45.417356,-75.706087,New,
653,244,Albert St,Bay St,Bronson Ave,South,440 Albert St,45.417213,-75.706455,New,
654,244,Albert St,Bay St,Bronson Ave,South,440 Albert St,45.417062,-75.706851,New,
655,244,Albert St,Bay St,Bronson Ave,South,440 Albert St,45.416912,-75.707192,New,
656,245,Bay St,Albert St,Queen St,East,151 Bay St,45.417838,-75.706162,New,
657,245,Bay St,Albert St,Queen St,East,151 Bay St,45.417636,-75.705966,New,
658,246,Gladstone Ave,Elgin St,Metcalfe St,North,380 Elgin St,45.414680,-75.687820,New,"On Gladstone Ave, side of 380 Elgin St"
659,246,Gladstone Ave,Elgin St,Metcalfe St,North,380 Elgin St,45.414600,-75.688040,New,"On Gladstone Ave, side of 380 Elgin St"
660,246,Gladstone Ave,Elgin St,Metcalfe St,North,205 Gladstone Ave,45.414450,-75.688390,New,
661,246,Gladstone Ave,Elgin St,Metcalfe St,North,205 Gladstone Ave,45.414340,-75.688600,New,
662,246,Gladstone Ave,Elgin St,Metcalfe St,North,221 Gladstone Ave,45.414170,-75.689040,New,
663,246,Gladstone Ave,Elgin St,Metcalfe St,North,221 Gladstone Ave,45.414050,-75.689290,New,
664,247,Gladstone Ave,O'Connor St,Metcalfe St,North,322 Frank St,45.413266,-75.691182,New,"On Gladstone Ave, rear of 322 Frank St"
665,247,Gladstone Ave,O'Connor St,Metcalfe St,North,322 Frank St,45.413221,-75.691297,New,"On Gladstone Ave, rear of 322 Frank St"
666,248,Gladstone Ave,O'Connor St,Bank St,North,344 O'Connor St,45.413061,-75.691735,New,"On Gladstone Ave, side of 344 O'Connor St"
667,248,Gladstone Ave,O'Connor St,Bank St,North,344 O'Connor St,45.412986,-75.691890,New,"On Gladstone Ave, side of 344 O'Connor St"
668,248,Gladstone Ave,O'Connor St,Bank St,North,433 Bank St,45.412383,-75.693322,Existing,"On Gladstone Ave, side of 433 Bank St"
669,248,Gladstone Ave,O'Connor St,Bank St,North,433 Bank St,45.412317,-75.693489,Existing,"On Gladstone Ave, side of 433 Bank St"
670,249,Gladstone Ave,Bank St,Kent St,North,434 Bank St,45.412201,-75.693784,Existing,"On Gladstone Ave, side of 434 Bank St"
671,249,Gladstone Ave,Bank St,Kent St,North,387 Gladstone Ave,45.412007,-75.694309,Existing,
672,249,Gladstone Ave,Bank St,Kent St,North,405 Gladstone Ave,45.411758,-75.694961,Existing,
673,250,Gladstone Ave,Kent St,Lyon St,North,469 Gladstone Ave,45.411240,-75.696160,New,
674,250,Gladstone Ave,Kent St,Lyon St,North,483 Gladstone Ave,45.410960,-75.696940,New,
675,250,Gladstone Ave,Kent St,Lyon St,North,483 Gladstone Ave,45.410810,-75.697310,New,
676,250,Gladstone Ave,Kent St,Lyon St,North,483 Gladstone Ave,45.410660,-75.697710,New,
677,251,Gladstone Ave,Bay St,Kent St,North,505 Gladstone Ave,45.410391,-75.698161,New,
678,251,Gladstone Ave,Bay St,Kent St,North,505 Gladstone Ave,45.410301,-75.698376,New,
679,251,Gladstone Ave,Bay St,Kent St,North,521 Gladstone Ave,45.410207,-75.698585,New,
680,251,Gladstone Ave,Bay St,Kent St,North,523 Gladstone Ave,45.410114,-75.698789,New,
681,251,Gladstone Ave,Bay St,Kent St,North,527 Gladstone Ave,45.410035,-75.698982,New,
682,251,Gladstone Ave,Bay St,Kent St,North,549 Gladstone Ave,45.409947,-75.699218,New,
683,252,Bay St,Gladstone Ave,Florence St,West,496 Bay St,45.409826,-75.699599,New,
684,253,Gladstone Ave,Bay St,Percy St,North,571 Gladstone Ave,45.409751,-75.699607,New,
685,253,Gladstone Ave,Bay St,Percy St,North,575 Gladstone Ave,45.409638,-75.699883,New,
686,253,Gladstone Ave,Bay St,Percy St,North,577 Gladstone Ave,45.409531,-75.700159,New,
687,253,Gladstone Ave,Bay St,Percy St,North,595 Gladstone Ave,45.409442,-75.700382,New,
688,253,Gladstone Ave,Bay St,Percy St,North,595 Gladstone Ave,45.409331,-75.700666,New,
689,253,Gladstone Ave,Bay St,Percy St,North,595 Gladstone Ave,45.409222,-75.700937,New,
690,254,Gladstone Ave,Percy St,Bronson Ave,North,180 Percy St,45.408800,-75.701980,New,"On Gladstone Ave, side of 180 Percy St"
691,254,Gladstone Ave,Percy St,Bronson Ave,North,180 Percy St,45.408660,-75.702330,New,"On Gladstone Ave, side of 180 Percy St"
692,254,Gladstone Ave,Percy St,Bronson Ave,North,180 Percy St,45.408540,-75.702650,New,"On Gladstone Ave, side of 180 Percy St"
693,254,Gladstone Ave,Percy St,Bronson Ave,North,180 Percy St,45.408370,-75.703060,New,"On Gladstone Ave, side of 180 Percy St"
694,254,Gladstone Ave,Percy St,Bronson Ave,North,180 Percy St,45.408200,-75.703420,New,"On Gladstone Ave, side of 180 Percy St"
695,255,Gladstone Ave,Bronson Ave,Cambridge St N,North,727 Gladstone Ave,45.407750,-75.704210,New,
696,256,Gladstone Ave,Cambridge St N,Arthur St,North,250 Cambridge St N,45.407520,-75.704740,New,"On Gladstone Ave, side of 250 Cambridge N"
697,256,Gladstone Ave,Cambridge St N,Arthur St,North,250 Cambridge St N,45.407460,-75.704890,New,"On Gladstone Ave, side of 250 Cambridge N"
698,256,Gladstone Ave,Cambridge St N,Arthur St,North,250 Cambridge St N,45.407370,-75.705110,New,"On Gladstone Ave, side of 250 Cambridge N"
699,256,Gladstone Ave,Cambridge St N,Arthur St,North,250 Cambridge St N,45.407290,-75.705380,New,"On Gladstone Ave, side of 250 Cambridge N"
700,257,Gladstone Ave,Arthur St,Bell St N,North,737 Gladstone Ave,45.407170,-75.705630,New,
701,257,Gladstone Ave,Arthur St,Bell St N,North,737 Gladstone Ave,45.407140,-75.705750,New,
702,257,Gladstone Ave,Arthur St,Bell St N,North,737 Gladstone Ave,45.407070,-75.705880,New,
703,258,Gladstone Ave,Bell St N,Lebreton St N,North,777 Gladstone Ave,45.406720,-75.706740,New,
704,258,Gladstone Ave,Bell St N,Lebreton St N,North,779 Gladstone Ave,45.406600,-75.707180,New,
705,259,Gladstone Ave,Booth St,Lebreton St N,North,785 Gladstone Ave,45.406043,-75.708230,New,
706,260,Gladstone Ave,Rochester St,Preston St,North,865 Gladstone Ave,45.405298,-75.709952,Existing,
707,260,Gladstone Ave,Rochester St,Preston St,North,865 Gladstone Ave,45.405237,-75.710153,Existing,
708,260,Gladstone Ave,Rochester St,Preston St,North,865 Gladstone Ave,45.405175,-75.710400,Existing,
709,260,Gladstone Ave,Rochester St,Preston St,North,865 Gladstone Ave,45.405107,-75.710655,Existing,
710,260,Gladstone Ave,Rochester St,Preston St,North,865 Gladstone Ave,45.405036,-75.710920,Existing,
711,261,Gladstone Ave,Bell St N,Lebreton St N,South,778 Gladstone Ave,45.406729,-75.706342,New,
712,261,Gladstone Ave,Bell St N,Lebreton St N,South,778 Gladstone Ave,45.406689,-75.706452,New,
713,262,Bell St N,Gladstone Ave,Willow St,East,163 Bell St N,45.407034,-75.706100,New,
714,262,Bell St N,Gladstone Ave,Willow St,East,163 Bell St N,45.406972,-75.706047,New,
715,263,Gladstone Ave,Percy St,Bay St,South,564 Gladstone Ave,45.409390,-75.700030,New,
716,263,Gladstone Ave,Percy St,Bay St,South,564 Gladstone Ave,45.409320,-75.700220,New,
717,263,Gladstone Ave,Percy St,Bay St,South,564 Gladstone Ave,45.409260,-75.700310,New,
718,264,Gladstone Ave,Lyon St,Kent St,South,486 Gladstone Ave,45.410690,-75.696990,New,
719,264,Gladstone Ave,Lyon St,Kent St,South,486 Gladstone Ave,45.410560,-75.697240,New,
720,264,Gladstone Ave,Lyon St,Kent St,South,486 Gladstone Ave,45.410490,-75.697410,New,
721,265,Gladstone Ave,Kent St,Bank St,South,430 Gladstone Ave,45.411320,-75.695400,New,
722,265,Gladstone Ave,Kent St,Bank St,South,410 Gladstone Ave,45.411440,-75.695140,New,
723,265,Gladstone Ave,Kent St,Bank St,South,410 Gladstone Ave,45.411570,-75.694820,New,
724,265,Gladstone Ave,Kent St,Bank St,South,450 Bank St,45.411890,-75.694030,New,"On Gladstone Ave, side of 450 Bank St"
725,265,Gladstone Ave,Kent St,Bank St,South,450 Bank St,45.411970,-75.693800,New,"On Gladstone Ave, side of 450 Bank St"
726,266,O'Connor St,McLeod St,Gladstone Ave,East,289 McLeod St,45.412740,-75.690960,Existing,"On O'Connor St, side of 289 McLeod St"
727,267,Kent St,Gladstone Ave,Florence St,West,420 Kent St,45.411740,-75.696340,Existing,
728,267,Kent St,Gladstone Ave,Florence St,West,420 Kent St,45.411680,-75.696300,Existing,
729,267,Kent St,Gladstone Ave,Florence St,West,420 Kent St,45.411630,-75.696240,Existing,
730,268,Metcalfe St,Nepean St,Lisgar St,West,180 Metcalfe St,45.418810,-75.694120,New,
731,268,Metcalfe St,Nepean St,Lisgar St,West,180 Metcalfe St,45.418660,-75.694000,New,
732,268,Metcalfe St,Nepean St,Lisgar St,West,180 Metcalfe St,45.418520,-75.693880,New,
733,268,Metcalfe St,Nepean St,Lisgar St,West,180 Metcalfe St,45.418390,-75.693760,New,
734,269,Metcalfe St,Nepean St,Gloucester St,West,170 Metcalfe St,45.419200,-75.694440,New,
735,270,Gloucester St,O'Connor St,Metcalfe St,North,151 O'Connor St,45.419040,-75.696240,New,"On Gloucester St, side of 151 O'Connor St"
736,270,Gloucester St,O'Connor St,Metcalfe St,North,151 O'Connor St,45.418940,-75.696420,New,"On Gloucester St, side of 151 O'Connor St"
737,271,Lisgar St,Bank St,Kent St,South,360 Lisgar St,45.416358,-75.698073,New,
738,271,Lisgar St,Bank St,Kent St,South,360 Lisgar St,45.416249,-75.698317,New,
739,272,Lisgar St,Bank St,Kent St,North,235 Kent St,45.416020,-75.699500,Existing,
740,273,Slater St,Elgin St,Metcalfe St,South,66 Slater St,45.421750,-75.693950,New,
741,273,Slater St,Elgin St,Metcalfe St,South,66 Slater St,45.421670,-75.694140,New,
742,274,Slater St,Elgin St,Metcalfe St,North,81 Metcalfe St,45.421300,-75.695630,New,"On Slater St, side of 81 Metcalfe St"
743,275,O'Connor St,Gloucester St,Laurier Ave W,East,151 O'Connor St,45.419330,-75.696860,New,
744,276,Laurier Ave W,Bronson Ave,Percy St,South,570 Laurier Ave W,45.415060,-75.707100,New,
745,276,Laurier Ave W,Bronson Ave,Percy St,South,570 Laurier Ave W,45.415000,-75.707260,New,
746,277,Laurier Ave W,Bay St,Percy St,South,530 Laurier Ave W,45.415450,-75.706260,New,
747,277,Laurier Ave W,Bay St,Percy St,South,530 Laurier Ave W,45.415540,-75.705980,New,
748,277,Laurier Ave W,Bay St,Percy St,South,500 Laurier Ave W,45.415650,-75.705740,New,
749,277,Laurier Ave W,Bay St,Percy St,South,500 Laurier Ave W,45.415780,-75.705400,New,
750,277,Laurier Ave W,Bay St,Percy St,South,500 Laurier Ave W,45.415890,-75.705080,New,
751,278,St. Patrick St,Parent Ave,Dalhousie St,South,212 St. Patrick St,45.430650,-75.693030,New,
752,278,St. Patrick St,Parent Ave,Dalhousie St,South,212 St. Patrick St,45.430490,-75.693410,New,
